,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0
27908,hsa:317,APAF1,hsa:54205,CYCS,hsa05161,PPrel,binding/association,---,14.0,12.0,
27909,hsa:4088,SMAD3,hsa:4088,SMAD3,hsa05161,PPrel,state change,...,119.0,111.0,
27911,hsa:537,ATP6AP1,hsa:5578,PRKCA,hsa05161,PPrel,binding/association,---,68.0,25.0,
27914,cpd:C00076,C00076,hsa:2185,PTK2B,hsa05161,PCrel,activation,-->,412.0,50.0,
27920,hsa:7046,TGFBR1,hsa:4088,SMAD3,hsa05161,PPrel,phosphorylation,+p,108.0,119.0,
27921,hsa:5599,MAPK8,hsa:4088,SMAD3,hsa05161,PPrel,activation,-->,109.0,118.0,
27922,hsa:5599,MAPK8,hsa:4088,SMAD3,hsa05161,PPrel,phosphorylation,+p,109.0,118.0,
27937,hsa:5604,MAP2K1,hsa:1432,MAPK14,hsa05161,PPrel,activation,-->,262.0,264.0,
27938,hsa:5604,MAP2K1,hsa:1432,MAPK14,hsa05161,PPrel,phosphorylation,+p,262.0,264.0,
27939,hsa:5604,MAP2K1,hsa:5599,MAPK8,hsa05161,PPrel,activation,-->,262.0,265.0,
27940,hsa:5604,MAP2K1,hsa:5599,MAPK8,hsa05161,PPrel,phosphorylation,+p,262.0,265.0,
27957,hsa:4179,CD46,hsa:4478,MSN,hsa05162,PPrel,binding/association,---,113.0,111.0,
27966,hsa:51284,TLR7,hsa:4615,MYD88,hsa05162,PPrel,activation,-->,51.0,52.0,
27999,hsa:2353,FOS,hsa:3552,IL1A,hsa05162,GErel,expression,-->,304.0,144.0,
28006,hsa:10379,IRF9,hsa:103,ADAR,hsa05162,GErel,expression,-->,81.0,236.0,
28009,hsa:7161,TP73,hsa:27113,BBC3,hsa05162,GErel,expression,-->,209.0,210.0,
28010,hsa:7128,TNFAIP3,hsa:7189,TRAF6,hsa05162,PPrel,inhibition,--|,193.0,189.0,
28011,hsa:10399,RACK1,hsa:3454,IFNAR1,hsa05162,PPrel,binding/association,---,169.0,78.0,
28012,hsa:10399,RACK1,hsa:6772,STAT1,hsa05162,PPrel,binding/association,---,169.0,80.0,
28020,hsa:940,CD28,hsa:5290,PIK3CA,hsa05162,PPrel,indirect effect,..>,118.0,122.0,
28021,hsa:25898,RCHY1,hsa:7157,TP53,hsa05162,PPrel,inhibition,--|,203.0,204.0,
28022,hsa:25898,RCHY1,hsa:7157,TP53,hsa05162,PPrel,ubiquitination,+u,203.0,204.0,
28023,hsa:868,CBLB,hsa:5290,PIK3CA,hsa05162,PPrel,inhibition,--|,170.0,122.0,
28024,hsa:868,CBLB,hsa:5290,PIK3CA,hsa05162,PPrel,ubiquitination,+u,170.0,122.0,
28027,hsa:6504,SLAMF1,hsa:3592,IL12A,hsa05162,GErel,inhibition,--|,260.0,263.0,
28028,hsa:6504,SLAMF1,hsa:3592,IL12A,hsa05162,GErel,repression,--|,260.0,263.0,
28029,hsa:2213,FCGR2B,hsa:3592,IL12A,hsa05162,GErel,inhibition,--|,198.0,263.0,
28030,hsa:2213,FCGR2B,hsa:3592,IL12A,hsa05162,GErel,repression,--|,198.0,263.0,
28031,hsa:5156,PDGFRA,hsa:5290,PIK3CA,hsa05163,PPrel,activation,-->,59.0,18.0,
28035,hsa:5156,PDGFRA,hsa:2885,GRB2,hsa05163,PPrel,activation,-->,59.0,34.0,
28041,hsa:5594,MAPK1,hsa:6667,SP1,hsa05163,PPrel,activation,-->,41.0,364.0,
28043,hsa:115004,CGAS,cpd:C20640,C20640,hsa05163,PCrel,activation,-->,422.0,425.0,
28059,hsa:6093,ROCK1,hsa:1499,CTNNB1,hsa05163,PPrel,activation,-->,151.0,376.0,
28061,hsa:5731,PTGER1,hsa:2778,GNAS,hsa05163,PPrel,activation,-->,221.0,406.0,
28063,hsa:5731,PTGER1,hsa:2770,GNAI1,hsa05163,PPrel,activation,-->,221.0,233.0,
28064,hsa:5731,PTGER1,hsa:10681,GNB5,hsa05163,PPrel,activation,-->,221.0,390.0,
28074,hsa:7852,CXCR4,hsa:10681,GNB5,hsa05163,PPrel,activation,-->,265.0,394.0,
28079,hsa:3587,IL10RA,hsa:3716,JAK1,hsa05163,PPrel,activation,-->,291.0,292.0,
28095,hsa:5879,RAC1,hsa:387,RHOA,hsa05163,PPrel,inhibition,--|,208.0,209.0,
28111,hsa:4772,NFATC1,hsa:3576,CXCL8,hsa05163,GErel,expression,-->,124.0,217.0,
28114,hsa:1499,CTNNB1,hsa:4609,MYC,hsa05163,GErel,expression,-->,225.0,242.0,
28115,hsa:6774,STAT3,hsa:595,CCND1,hsa05163,GErel,expression,-->,107.0,205.0,
28116,hsa:6774,STAT3,hsa:5743,PTGS2,hsa05163,GErel,expression,-->,107.0,206.0,
28117,hsa:6774,STAT3,hsa:7422,VEGFA,hsa05163,GErel,expression,-->,107.0,121.0,
28122,hsa:163688,CALML6,hsa:5530,PPP3CA,hsa05163,PPrel,binding/association,---,145.0,125.0,
28123,hsa:3105,HLA-A,hsa:567,B2M,hsa05163,PPrel,binding/association,---,63.0,384.0,
28129,hsa:29110,TBK1,hsa:3661,IRF3,hsa05163,PPrel,phosphorylation,+p,416.0,417.0,
28144,hsa:3554,IL1R1,hsa:1147,CHUK,hsa05163,PPrel,activation,-->,248.0,85.0,
28145,hsa:3554,IL1R1,hsa:1147,CHUK,hsa05163,PPrel,indirect effect,..>,248.0,85.0,
28147,hsa:5743,PTGS2,cpd:C00584,C00584,hsa05163,PCrel,indirect effect,..>,68.0,69.0,
28150,hsa:5566,PRKACA,hsa:1499,CTNNB1,hsa05163,PPrel,activation,-->,224.0,225.0,
28151,hsa:5566,PRKACA,hsa:1499,CTNNB1,hsa05163,PPrel,indirect effect,..>,224.0,225.0,
28154,hsa:10681,GNB5,hsa:387,RHOA,hsa05163,PPrel,activation,-->,391.0,309.0,
28155,hsa:10681,GNB5,hsa:387,RHOA,hsa05163,PPrel,indirect effect,..>,391.0,309.0,
28156,hsa:387,RHOA,hsa:5608,MAP2K6,hsa05163,PPrel,activation,-->,309.0,319.0,
28157,hsa:387,RHOA,hsa:5608,MAP2K6,hsa05163,PPrel,indirect effect,..>,309.0,319.0,
28160,hsa:5578,PRKCA,hsa:2185,PTK2B,hsa05163,PPrel,activation,-->,272.0,273.0,
28172,hsa:1432,MAPK14,hsa:10488,CREB3,hsa05163,PPrel,activation,-->,310.0,311.0,
28173,hsa:1432,MAPK14,hsa:10488,CREB3,hsa05163,PPrel,indirect effect,..>,310.0,311.0,
28174,hsa:3337,DNAJB1,hsa:5611,DNAJC3,hsa05164,PPrel,inhibition,--|,108.0,107.0,
28175,hsa:5611,DNAJC3,hsa:5610,EIF2AK2,hsa05164,PPrel,inhibition,--|,107.0,103.0,
28179,hsa:51135,IRAK4,hsa:1147,CHUK,hsa05164,PPrel,activation,-->,60.0,259.0,
28211,hsa:10379,IRF9,hsa:5371,PML,hsa05164,GErel,expression,-->,75.0,79.0,
28234,hsa:10241,CALCOCO2,hsa:29110,TBK1,hsa05164,PPrel,inhibition,--|,302.0,37.0,
28236,hsa:91543,RSAD2,hsa:2224,FDPS,hsa05164,PPrel,inhibition,--|,156.0,155.0,
28240,hsa:1147,CHUK,hsa:3665,IRF7,hsa05164,PPrel,,,258.0,48.0,
28241,hsa:5610,EIF2AK2,hsa:1965,EIF2S1,hsa05164,PPrel,activation,-->,103.0,109.0,
28242,hsa:5610,EIF2AK2,hsa:1965,EIF2S1,hsa05164,PPrel,phosphorylation,+p,103.0,109.0,
28252,hsa:834,CASP1,hsa:3553,IL1B,hsa05164,PPrel,indirect effect,..>,66.0,67.0,
28254,hsa:834,CASP1,hsa:3606,IL18,hsa05164,PPrel,indirect effect,..>,66.0,68.0,
28256,hsa:834,CASP1,hsa:90865,IL33,hsa05164,PPrel,indirect effect,..>,66.0,69.0,
28258,hsa:5578,PRKCA,hsa:5894,RAF1,hsa05164,PPrel,indirect effect,..>,134.0,135.0,
28267,hsa:148022,TICAM1,hsa:1147,CHUK,hsa05164,PPrel,activation,-->,40.0,41.0,
28268,hsa:148022,TICAM1,hsa:1147,CHUK,hsa05164,PPrel,indirect effect,..>,40.0,41.0,
28271,hsa:7337,UBE3A,hsa:1499,CTNNB1,hsa05165,PPrel,activation,-->,342.0,340.0,
28281,hsa:5159,PDGFRB,hsa:5290,PIK3CA,hsa05165,PPrel,activation,-->,244.0,12.0,
28284,hsa:5159,PDGFRB,hsa:2885,GRB2,hsa05165,PPrel,activation,-->,244.0,46.0,
28290,cpd:C00584,C00584,hsa:5734,PTGER4,hsa05165,PCrel,activation,-->,291.0,272.0,
28291,hsa:5734,PTGER4,hsa:2778,GNAS,hsa05165,PPrel,activation,-->,272.0,273.0,
28297,hsa:10474,TADA3,hsa:7157,TP53,hsa05165,PPrel,activation,-->,385.0,157.0,
28301,hsa:7337,UBE3A,hsa:7157,TP53,hsa05165,PPrel,inhibition,--|,194.0,195.0,
28305,hsa:10312,TCIRG1,hsa:1956,EGFR,hsa05165,PPrel,inhibition,--|,252.0,259.0,
28307,hsa:2308,FOXO1,hsa:1027,CDKN1B,hsa05165,GErel,expression,-->,305.0,51.0,
28308,hsa:2308,FOXO1,hsa:1026,CDKN1A,hsa05165,GErel,expression,-->,305.0,50.0,
28309,hsa:7157,TP53,hsa:1027,CDKN1B,hsa05165,GErel,expression,-->,195.0,51.0,
28312,hsa:10488,CREB3,hsa:5734,PTGER4,hsa05165,GErel,expression,-->,276.0,277.0,
28313,hsa:1956,EGFR,hsa:5743,PTGS2,hsa05165,GErel,expression,-->,23.0,268.0,
28315,hsa:1869,E2F1,hsa:890,CCNA2,hsa05165,GErel,expression,-->,133.0,144.0,
28316,hsa:1869,E2F1,hsa:898,CCNE1,hsa05165,GErel,expression,-->,133.0,145.0,
28317,hsa:1499,CTNNB1,hsa:7015,TERT,hsa05165,PPrel,binding/association,---,340.0,326.0,
28318,hsa:7015,TERT,hsa:6932,TCF7,hsa05165,PPrel,binding/association,---,326.0,327.0,
28321,hsa:6773,STAT2,hsa:6772,STAT1,hsa05165,PPrel,binding/association,---,219.0,220.0,
28322,hsa:5700,PSMC1,hsa:5925,RB1,hsa05165,PPrel,activation,-->,390.0,132.0,
28323,hsa:7337,UBE3A,hsa:4799,NFX1,hsa05165,PPrel,inhibition,--|,130.0,129.0,
28324,hsa:4799,NFX1,hsa:7015,TERT,hsa05165,GErel,repression,--|,129.0,131.0,
28329,hsa:5566,PRKACA,hsa:581,BAX,hsa05165,PPrel,inhibition,--|,274.0,275.0,
28330,hsa:5566,PRKACA,hsa:581,BAX,hsa05165,PPrel,phosphorylation,+p,274.0,275.0,
28345,hsa:2778,GNAS,cpd:C00575,C00575,hsa05165,PCrel,activation,-->,273.0,278.0,
28346,hsa:2778,GNAS,cpd:C00575,C00575,hsa05165,PCrel,indirect effect,..>,273.0,278.0,
28347,hsa:10000,AKT3,hsa:7422,VEGFA,hsa05165,PPrel,activation,-->,11.0,124.0,
28348,hsa:10000,AKT3,hsa:7422,VEGFA,hsa05165,PPrel,indirect effect,..>,11.0,124.0,
28354,hsa:3383,ICAM1,hsa:3683,ITGAL,hsa05166,PPrel,binding/association,---,43.0,44.0,
28355,hsa:567,B2M,hsa:3105,HLA-A,hsa05166,PPrel,binding/association,---,347.0,78.0,
28356,hsa:3383,ICAM1,hsa:3265,HRAS,hsa05166,PPrel,activation,-->,46.0,325.0,
28359,hsa:3560,IL2RB,hsa:3716,JAK1,hsa05166,PPrel,activation,-->,72.0,73.0,
28362,hsa:1739,DLG1,hsa:5728,PTEN,hsa05166,PPrel,activation,-->,393.0,392.0,
28363,hsa:8517,IKBKG,hsa:1147,CHUK,hsa05166,PPrel,activation,-->,380.0,162.0,
28368,hsa:4609,MYC,hsa:894,CCND2,hsa05166,GErel,expression,-->,82.0,92.0,
28371,hsa:4801,NFYB,hsa:3108,HLA-DMA,hsa05166,GErel,expression,-->,236.0,237.0,
28372,hsa:10488,CREB3,hsa:595,CCND1,hsa05166,GErel,expression,-->,115.0,390.0,
28373,hsa:6929,TCF3,hsa:5423,POLB,hsa05166,GErel,expression,-->,246.0,249.0,
28374,hsa:6929,TCF3,hsa:3932,LCK,hsa05166,GErel,expression,-->,246.0,248.0,
28375,hsa:6929,TCF3,hsa:581,BAX,hsa05166,GErel,expression,-->,246.0,254.0,
28376,hsa:6929,TCF3,hsa:1031,CDKN2C,hsa05166,GErel,expression,-->,246.0,247.0,
28377,hsa:4609,MYC,hsa:7015,TERT,hsa05166,GErel,expression,-->,150.0,151.0,
28381,hsa:4085,MAD2L1,hsa:991,CDC20,hsa05166,PPrel,inhibition,--|,138.0,131.0,
28382,hsa:701,BUB1B,hsa:3725,JUN,hsa05166,PPrel,inhibition,--|,137.0,189.0,
28383,hsa:3725,JUN,hsa:4316,MMP7,hsa05166,GErel,expression,-->,189.0,378.0,
28386,hsa:4790,NFKB1,hsa:3600,IL15,hsa05166,GErel,expression,-->,152.0,156.0,
28387,hsa:4790,NFKB1,hsa:3601,IL15RA,hsa05166,GErel,expression,-->,152.0,157.0,
28390,hsa:4790,NFKB1,hsa:4049,LTA,hsa05166,GErel,expression,-->,152.0,160.0,
28392,hsa:4790,NFKB1,hsa:331,XIAP,hsa05166,GErel,expression,-->,152.0,202.0,
28393,hsa:4791,NFKB2,hsa:3558,IL2,hsa05166,GErel,expression,-->,161.0,154.0,
28394,hsa:4791,NFKB2,hsa:3559,IL2RA,hsa05166,GErel,expression,-->,161.0,155.0,
28395,hsa:4791,NFKB2,hsa:3600,IL15,hsa05166,GErel,expression,-->,161.0,156.0,
28396,hsa:4791,NFKB2,hsa:3601,IL15RA,hsa05166,GErel,expression,-->,161.0,157.0,
28397,hsa:4791,NFKB2,hsa:3569,IL6,hsa05166,GErel,expression,-->,161.0,158.0,
28398,hsa:4791,NFKB2,hsa:1437,CSF2,hsa05166,GErel,expression,-->,161.0,159.0,
28399,hsa:4791,NFKB2,hsa:4049,LTA,hsa05166,GErel,expression,-->,161.0,160.0,
28400,hsa:4791,NFKB2,hsa:598,BCL2L1,hsa05166,GErel,expression,-->,161.0,201.0,
28401,hsa:4791,NFKB2,hsa:331,XIAP,hsa05166,GErel,expression,-->,161.0,202.0,
28406,hsa:10000,AKT3,hsa:3725,JUN,hsa05166,PPrel,activation,-->,205.0,189.0,
28407,hsa:10000,AKT3,hsa:3725,JUN,hsa05166,PPrel,indirect effect,..>,205.0,189.0,
28408,hsa:7132,TNFRSF1A,hsa:4214,MAP3K1,hsa05166,PPrel,activation,-->,181.0,185.0,
28409,hsa:7132,TNFRSF1A,hsa:4214,MAP3K1,hsa05166,PPrel,indirect effect,..>,181.0,185.0,
28410,hsa:7132,TNFRSF1A,hsa:4215,MAP3K3,hsa05166,PPrel,activation,-->,181.0,186.0,
28411,hsa:7132,TNFRSF1A,hsa:4215,MAP3K3,hsa05166,PPrel,indirect effect,..>,181.0,186.0,
28412,hsa:3554,IL1R1,hsa:4215,MAP3K3,hsa05166,PPrel,activation,-->,182.0,186.0,
28413,hsa:3554,IL1R1,hsa:4215,MAP3K3,hsa05166,PPrel,indirect effect,..>,182.0,186.0,
28414,hsa:915,CD3D,hsa:4215,MAP3K3,hsa05166,PPrel,activation,-->,184.0,186.0,
28415,hsa:915,CD3D,hsa:4215,MAP3K3,hsa05166,PPrel,indirect effect,..>,184.0,186.0,
28417,hsa:4055,LTBR,hsa:9020,MAP3K14,hsa05166,PPrel,indirect effect,..>,164.0,163.0,
28418,hsa:958,CD40,hsa:9020,MAP3K14,hsa05166,PPrel,activation,-->,165.0,163.0,
28419,hsa:958,CD40,hsa:9020,MAP3K14,hsa05166,PPrel,indirect effect,..>,165.0,163.0,
28420,hsa:115650,TNFRSF13C,hsa:9020,MAP3K14,hsa05166,PPrel,activation,-->,166.0,163.0,
28421,hsa:115650,TNFRSF13C,hsa:9020,MAP3K14,hsa05166,PPrel,indirect effect,..>,166.0,163.0,
28422,hsa:2224,FDPS,hsa:3265,HRAS,hsa05166,PPrel,activation,-->,93.0,94.0,
28423,hsa:2224,FDPS,hsa:3265,HRAS,hsa05166,PPrel,indirect effect,..>,93.0,94.0,
28424,hsa:4214,MAP3K1,hsa:6416,MAP2K4,hsa05166,PPrel,activation,-->,185.0,187.0,
28436,hsa:811,CALR,cpd:C00076,C00076,hsa05166,PCrel,activation,-->,71.0,63.0,
28437,hsa:811,CALR,cpd:C00076,C00076,hsa05166,PCrel,indirect effect,..>,71.0,63.0,
28438,hsa:821,CANX,cpd:C00076,C00076,hsa05166,PCrel,activation,-->,70.0,63.0,
28439,hsa:821,CANX,cpd:C00076,C00076,hsa05166,PCrel,indirect effect,..>,70.0,63.0,
28442,hsa:3716,JAK1,hsa:6776,STAT5A,hsa05166,PPrel,activation,-->,73.0,74.0,
28443,hsa:3716,JAK1,hsa:6776,STAT5A,hsa05166,PPrel,phosphorylation,+p,73.0,74.0,
28448,hsa:10393,ANAPC10,hsa:10744,PTTG2...,hsa05166,PPrel,inhibition,--|,130.0,133.0,
28449,hsa:10393,ANAPC10,hsa:10744,PTTG2...,hsa05166,PPrel,ubiquitination,+u,130.0,133.0,
28450,hsa:10393,ANAPC10,hsa:9133,CCNB2,hsa05166,PPrel,inhibition,--|,130.0,132.0,
28451,hsa:10393,ANAPC10,hsa:9133,CCNB2,hsa05166,PPrel,ubiquitination,+u,130.0,132.0,
28454,hsa:1387,CREBBP,hsa:3456,IFNB1,hsa05167,GErel,expression,-->,88.0,13.0,
28459,hsa:10379,IRF9,hsa:5610,EIF2AK2,hsa05167,GErel,expression,-->,112.0,172.0,
28460,hsa:5608,MAP2K6,hsa:9261,MAPKAPK2,hsa05167,PPrel,binding/association,---,347.0,339.0,
28461,hsa:1432,MAPK14,hsa:5608,MAP2K6,hsa05167,PPrel,binding/association,---,345.0,349.0,
28462,hsa:1432,MAPK14,hsa:9261,MAPKAPK2,hsa05167,PPrel,binding/association,---,345.0,343.0,
28474,hsa:64422,ATG3,hsa:440738,MAP1LC3C,hsa05167,PPrel,activation,-->,193.0,191.0,
28480,hsa:6850,SYK,hsa:3265,HRAS,hsa05167,PPrel,activation,-->,247.0,266.0,
28489,hsa:3572,IL6ST,hsa:3717,JAK2,hsa05167,PPrel,activation,-->,82.0,163.0,
28491,hsa:3091,HIF1A,hsa:7422,VEGFA,hsa05167,GErel,expression,-->,171.0,240.0,
28492,hsa:2353,FOS,hsa:5155,PDGFB,hsa05167,GErel,expression,-->,270.0,241.0,
28493,hsa:2353,FOS,hsa:7422,VEGFA,hsa05167,GErel,expression,-->,270.0,240.0,
28494,hsa:2353,FOS,hsa:285,ANGPT2,hsa05167,GErel,expression,-->,270.0,292.0,
28501,hsa:3091,HIF1A,hsa:2919,CXCL1,hsa05167,GErel,expression,-->,171.0,237.0,
28502,hsa:3091,HIF1A,hsa:2247,FGF2,hsa05167,GErel,expression,-->,171.0,239.0,
28504,hsa:2353,FOS,hsa:2247,FGF2,hsa05167,GErel,expression,-->,270.0,239.0,
28506,hsa:4790,NFKB1,hsa:2247,FGF2,hsa05167,GErel,expression,-->,220.0,239.0,
28509,hsa:4772,NFATC1,hsa:2919,CXCL1,hsa05167,GErel,expression,-->,251.0,237.0,
28510,hsa:4772,NFATC1,hsa:2247,FGF2,hsa05167,GErel,expression,-->,251.0,239.0,
28513,hsa:10681,GNB5,hsa:3265,HRAS,hsa05167,PPrel,activation,-->,167.0,266.0,
28519,hsa:51176,LEF1,hsa:1385,CREB1,hsa05167,GErel,expression,-->,379.0,304.0,
28524,hsa:9261,MAPKAPK2,hsa:7538,ZFP36,hsa05167,PPrel,inhibition,--|,343.0,355.0,
28525,hsa:9261,MAPKAPK2,hsa:7538,ZFP36,hsa05167,PPrel,phosphorylation,+p,343.0,355.0,
28526,hsa:54205,CYCS,hsa:581,BAX,hsa05167,PPrel,activation,-->,67.0,65.0,
28527,hsa:54205,CYCS,hsa:581,BAX,hsa05167,PPrel,indirect effect,..>,67.0,65.0,
28536,hsa:5594,MAPK1,hsa:3091,HIF1A,hsa05167,PPrel,activation,-->,269.0,171.0,
28537,hsa:5594,MAPK1,hsa:3091,HIF1A,hsa05167,PPrel,phosphorylation,+p,269.0,171.0,
28552,hsa:1019,CDK4,hsa:5925,RB1,hsa05167,PPrel,activation,-->,128.0,129.0,
28553,hsa:1019,CDK4,hsa:5925,RB1,hsa05167,PPrel,phosphorylation,+p,128.0,129.0,
28554,hsa:7538,ZFP36,hsa:3569,IL6,hsa05167,PPrel,activation,-->,355.0,352.0,
28555,hsa:7538,ZFP36,hsa:3569,IL6,hsa05167,PPrel,indirect effect,..>,355.0,352.0,
28556,hsa:7538,ZFP36,hsa:1437,CSF2,hsa05167,PPrel,activation,-->,355.0,353.0,
28557,hsa:7538,ZFP36,hsa:1437,CSF2,hsa05167,PPrel,indirect effect,..>,355.0,353.0,
28558,hsa:146850,PIK3R6,hsa:57580,PREX1,hsa05167,PPrel,activation,-->,362.0,368.0,
28559,hsa:146850,PIK3R6,hsa:57580,PREX1,hsa05167,PPrel,indirect effect,..>,362.0,368.0,
28564,hsa:29990,PILRB,hsa:5781,PTPN11,hsa05168,PPrel,binding/association,---,15.0,19.0,
28565,hsa:6714,SRC,hsa:6850,SYK,hsa05168,PPrel,activation,-->,311.0,312.0,
28567,hsa:64170,CARD9,hsa:3661,IRF3,hsa05168,PPrel,activation,-->,313.0,314.0,
28571,hsa:1147,CHUK,hsa:3665,IRF7,hsa05168,PPrel,activation,-->,363.0,206.0,
28575,hsa:9021,SOCS3,hsa:3716,JAK1,hsa05168,PPrel,inhibition,--|,158.0,120.0,
28576,hsa:340061,STING1,hsa:29110,TBK1,hsa05168,PPrel,binding/association,---,214.0,215.0,
28578,hsa:972,CD74,hsa:3108,HLA-DMA,hsa05168,PPrel,binding/association,---,164.0,165.0,
28579,hsa:10929,SRSF8,hsa:10482,NXF1,hsa05168,PPrel,missing interaction,-/-,149.0,355.0,
28608,hsa:4790,NFKB1,hsa:4790,NFKB1,hsa05168,GErel,expression,-->,18.0,193.0,
28609,hsa:4790,NFKB1,hsa:5970,RELA,hsa05168,GErel,expression,-->,18.0,194.0,
28622,hsa:6772,STAT1,hsa:100129543,ZNF730...,hsa05168,GErel,expression,-->,121.0,328.0,
28623,hsa:6772,STAT1,hsa:684,BST2,hsa05168,GErel,expression,-->,121.0,329.0,
28624,hsa:6772,STAT1,hsa:27102,EIF2AK1,hsa05168,GErel,expression,-->,121.0,330.0,
28625,hsa:6772,STAT1,hsa:4938,OAS1,hsa05168,GErel,expression,-->,121.0,331.0,
28631,hsa:718,C3,hsa:727,C5,hsa05168,PPrel,binding/association,---,33.0,34.0,
28632,hsa:718,C3,hsa:5199,CFP,hsa05168,PPrel,binding/association,---,33.0,35.0,
28633,hsa:4938,OAS1,cpd:C20935,C20935,hsa05168,PCrel,activation,-->,102.0,381.0,
28637,hsa:8764,TNFRSF14,hsa:7186,TRAF2,hsa05168,PPrel,activation,-->,13.0,17.0,
28638,hsa:7186,TRAF2,hsa:1147,CHUK,hsa05168,PPrel,phosphorylation,+p,17.0,187.0,
28650,hsa:6732,SRPK1,hsa:10929,SRSF8,hsa05168,PPrel,activation,-->,148.0,149.0,
28651,hsa:6732,SRPK1,hsa:10929,SRSF8,hsa05168,PPrel,phosphorylation,+p,148.0,149.0,
28653,hsa:7132,TNFRSF1A,hsa:8717,TRADD,hsa05168,PPrel,indirect effect,..>,172.0,270.0,
28654,hsa:5499,PPP1CA,hsa:1965,EIF2S1,hsa05168,PPrel,inhibition,--|,92.0,90.0,
28655,hsa:5499,PPP1CA,hsa:1965,EIF2S1,hsa05168,PPrel,dephosphorylation,-p,92.0,90.0,
28659,hsa:3654,IRAK1,hsa:10454,TAB1,hsa05169,PPrel,activation,-->,304.0,365.0,
28663,hsa:5610,EIF2AK2,hsa:8772,FADD,hsa05169,PPrel,activation,-->,112.0,327.0,
28676,hsa:4067,LYN,hsa:5290,PIK3CA,hsa05169,PPrel,activation,-->,90.0,233.0,
28682,hsa:102723407,IGH,hsa:6850,SYK,hsa05169,PPrel,activation,-->,92.0,232.0,
28684,hsa:7874,USP7,hsa:7157,TP53,hsa05169,PPrel,activation,-->,37.0,38.0,
28693,hsa:11317,RBPJL,hsa:1380,CR2,hsa05169,GErel,expression,-->,20.0,29.0,
28695,hsa:11317,RBPJL,hsa:2208,FCER2,hsa05169,GErel,expression,-->,20.0,26.0,
28696,hsa:11317,RBPJL,hsa:864,RUNX3,hsa05169,GErel,expression,-->,20.0,177.0,
28697,hsa:11317,RBPJL,hsa:4609,MYC,hsa05169,GErel,expression,-->,20.0,27.0,
28703,hsa:7157,TP53,hsa:51426,POLK,hsa05169,GErel,expression,-->,38.0,191.0,
28704,hsa:4791,NFKB2,hsa:2208,FCER2,hsa05169,GErel,expression,-->,52.0,62.0,
28705,hsa:4791,NFKB2,hsa:377841,ENTPD8,hsa05169,GErel,expression,-->,52.0,63.0,
28706,hsa:4791,NFKB2,hsa:958,CD40,hsa05169,GErel,expression,-->,52.0,64.0,
28707,hsa:4791,NFKB2,hsa:960,CD44,hsa05169,GErel,expression,-->,52.0,65.0,
28708,hsa:4791,NFKB2,hsa:3683,ITGAL,hsa05169,GErel,expression,-->,52.0,66.0,
28709,hsa:4791,NFKB2,hsa:965,CD58,hsa05169,GErel,expression,-->,52.0,67.0,
28710,hsa:4791,NFKB2,hsa:3383,ICAM1,hsa05169,GErel,expression,-->,52.0,68.0,
28711,hsa:4791,NFKB2,hsa:7431,VIM,hsa05169,GErel,expression,-->,52.0,117.0,
28712,hsa:4790,NFKB1,hsa:2208,FCER2,hsa05169,GErel,expression,-->,49.0,62.0,
28713,hsa:4790,NFKB1,hsa:377841,ENTPD8,hsa05169,GErel,expression,-->,49.0,63.0,
28714,hsa:4790,NFKB1,hsa:958,CD40,hsa05169,GErel,expression,-->,49.0,64.0,
28715,hsa:4790,NFKB1,hsa:960,CD44,hsa05169,GErel,expression,-->,49.0,65.0,
28716,hsa:4790,NFKB1,hsa:3683,ITGAL,hsa05169,GErel,expression,-->,49.0,66.0,
28717,hsa:4790,NFKB1,hsa:965,CD58,hsa05169,GErel,expression,-->,49.0,67.0,
28719,hsa:4790,NFKB1,hsa:7431,VIM,hsa05169,GErel,expression,-->,49.0,117.0,
28720,hsa:3725,JUN,hsa:2208,FCER2,hsa05169,GErel,expression,-->,76.0,62.0,
28721,hsa:3725,JUN,hsa:377841,ENTPD8,hsa05169,GErel,expression,-->,76.0,63.0,
28722,hsa:3725,JUN,hsa:958,CD40,hsa05169,GErel,expression,-->,76.0,64.0,
28723,hsa:3725,JUN,hsa:960,CD44,hsa05169,GErel,expression,-->,76.0,65.0,
28724,hsa:3725,JUN,hsa:3683,ITGAL,hsa05169,GErel,expression,-->,76.0,66.0,
28725,hsa:3725,JUN,hsa:965,CD58,hsa05169,GErel,expression,-->,76.0,67.0,
28727,hsa:3725,JUN,hsa:7431,VIM,hsa05169,GErel,expression,-->,76.0,117.0,
28728,hsa:3725,JUN,hsa:7128,TNFAIP3,hsa05169,GErel,expression,-->,76.0,70.0,
28729,hsa:3725,JUN,hsa:596,BCL2,hsa05169,GErel,expression,-->,76.0,69.0,
28730,hsa:4791,NFKB2,hsa:7128,TNFAIP3,hsa05169,GErel,expression,-->,52.0,70.0,
28731,hsa:4791,NFKB2,hsa:596,BCL2,hsa05169,GErel,expression,-->,52.0,69.0,
28732,hsa:4790,NFKB1,hsa:7128,TNFAIP3,hsa05169,GErel,expression,-->,49.0,70.0,
28735,hsa:4193,MDM2,hsa:7157,TP53,hsa05169,PPrel,ubiquitination,+u,182.0,38.0,
28736,hsa:6502,SKP2,hsa:1027,CDKN1B,hsa05169,PPrel,inhibition,--|,212.0,32.0,
